submission_id,problem,tags,match_success,matched_tags,error_match,error_tags
230367,617A,math,False,,True,greedy
192461,611D,dp;hashing;strings,True,dp,False,
210996,614A,brute force;implementation,False,,False,
218317,615C,dp;greedy;strings;trees,True,dp,True,string suffix structures
217915,615D,math;number theory,False,,False,
239732,618A,implementation,False,,False,
193180,611F,binary search;implementation,False,,False,
213660,614E,constructive algorithms;math,False,,True,implementation
218045,615A,implementation,False,,False,
224151,616C,dfs and similar,False,,True,implementation
208643,613D,dfs and similar;divide and conquer;dp;graphs;sortings;trees,False,,True,data structures
244683,620B,implementation,False,,False,
224206,616D,binary search;data structures;two pointers,True,data structures;two pointers,False,
208764,613C,constructive algorithms;math,False,,True,implementation
224283,616B,games;greedy,False,,False,
218090,615B,dp;graphs,True,dp,False,
208621,613B,binary search;brute force;dp;greedy;sortings;two pointers,True,greedy,False,
249813,621A,implementation,False,,False,
258060,622B,implementation,False,,False,
258061,622A,implementation;math,False,,True,binary search
201028,612F,dp,False,,True,implementation
239736,618B,constructive algorithms,False,,False,
211122,614C,geometry,False,,True,dfs and similar
272361,624A,math,False,,False,
224382,616E,implementation;math;number theory,True,implementation,False,
239869,618D,dfs and similar;dp;graph matchings;greedy;trees,True,dfs and similar,True,implementation
258182,622C,data structures;implementation,True,implementation,False,
258140,622E,dfs and similar;greedy;sortings;trees,True,trees,False,
230661,617C,implementation,False,,True,binary search
244637,620C,greedy,False,,False,
258309,622D,constructive algorithms,False,,True,implementation
224402,616F,data structures;sortings;string suffix structures;strings,True,string suffix structures;strings,False,
276232,625A,implementation;math,False,,False,
276028,625C,constructive algorithms;implementation,False,,False,
277093,625D,constructive algorithms;implementation;math,False,,False,
284580,626B,constructive algorithms;dp;math,False,,False,
258213,622F,math,False,,True,implementation
245547,620D,binary search;two pointers,False,,False,
240349,618E,data structures;geometry,False,,False,
268565,623D,greedy;math;probabilities,True,probabilities,False,
246046,620F,data structures;strings;trees,True,trees,False,
249797,621E,dp;matrices,True,dp,False,
249812,621B,combinatorics;implementation,False,,False,
272360,624B,greedy;sortings,True,greedy,False,
279022,625E,data structures;greedy,True,data structures,False,
268270,623C,binary search;dp,False,,False,
284587,626C,brute force;greedy;math;number theory,True,greedy,True,two pointers;implementation
293603,627A,dp;math,False,,False,
297601,628C,greedy;strings,False,,True,implementation
297638,628B,dp,False,,False,
273055,624C,constructive algorithms;dfs and similar;graphs,False,,True,strings
268145,623B,dp;greedy;number theory,False,,False,
307987,630R,games;math,False,,True,dfs and similar
285017,626E,binary search;math;ternary search,False,,True,implementation
297611,628A,implementation;math,True,implementation,False,
307992,630J,math;number theory,False,,False,
268633,623E,combinatorics;dp;fft;math,True,dp,False,
273966,624E,,False,,True,implementation
276289,625B,constructive algorithms;greedy;strings,False,,True,dp
308042,630B,math,False,,False,
303113,629A,brute force;combinatorics;constructive algorithms;implementation,False,,True,expression parsing
303112,629B,brute force,False,,False,
293768,627D,binary search;dfs and similar;dp;graphs;greedy;trees,True,dfs and similar,False,
297839,628D,dp,True,dp,False,
308148,630L,implementation;math,False,,False,
303554,629C,dp;strings,True,dp;strings,True,string suffix structures
284588,626D,brute force;combinatorics;dp;probabilities,False,,True,implementation
293810,627E,two pointers,False,,False,
308403,630O,geometry,False,,False,
307952,630A,number theory,False,,False,
307911,630F,combinatorics;math,False,,False,
307917,630D,math,False,,False,
293441,627B,data structures,True,data structures,False,
308151,630M,geometry;math,False,,False,
323225,632C,sortings;strings,True,strings,True,implementation;dfs and similar
308031,630K,math;number theory,False,,False,
308145,630G,combinatorics;math,False,,False,
327795,633B,brute force;constructive algorithms;math;number theory,False,,False,
308143,630E,math,False,,False,
293546,627C,data structures;divide and conquer;greedy,False,,True,implementation
315075,631D,data structures;hashing;implementation;string suffix structures;strings,True,data structures;strings,False,
303119,629D,data structures;dp,True,dp,False,
323278,632A,,False,,False,
315047,631A,brute force;implementation,True,brute force;implementation,False,
327914,633C,data structures;dp;hashing;implementation;sortings;string suffix structures;strings,False,,False,
308153,630P,geometry,False,,False,
308432,630H,combinatorics;math,False,,True,implementation
308156,630N,math,False,,False,
328631,633F,dfs and similar;dp;graphs;trees,False,,False,
323287,632D,brute force;math;number theory,True,brute force,True,greedy
344359,635D,data structures,True,data structures,False,
344361,635B,,False,,False,
323288,632B,brute force;constructive algorithms,False,,True,string suffix structures;implementation
327735,633A,brute force;math;number theory,False,,False,
327797,633H,data structures;implementation,True,data structures;implementation,False,
354706,637C,brute force;constructive algorithms;implementation,False,,True,strings
328170,633D,brute force;dp;hashing;implementation;math,True,implementation,False,
344389,635C,dp;math,False,,False,
323346,632E,divide and conquer;dp;fft;math,False,,True,implementation
368165,639B,constructive algorithms;graphs;trees,False,,True,implementation
337884,634C,data structures,True,data structures,True,implementation
344920,635E,data structures;greedy,False,,False,
337860,634F,two pointers,False,,False,
337855,634E,binary search;dfs and similar;graphs;greedy,True,dfs and similar,True,implementation
344382,635A,brute force;implementation,False,,False,
337889,634D,data structures;divide and conquer;greedy,False,,False,
315722,631E,data structures;dp;geometry,False,,False,
337831,634B,constructive algorithms;dp;implementation;math,True,implementation,False,
354720,637D,data structures;dp;greedy,False,,False,
376007,641C,brute force;constructive algorithms;implementation,False,,False,
363101,638A,constructive algorithms;math,False,,False,
376048,641A,implementation,False,,False,
368167,639A,implementation,False,,True,data structures
376554,641F,,False,,True,2-sat;dfs and similar
376556,641G,,False,,True,implementation;trees
376507,641D,dp;implementation;math;probabilities,True,implementation;probabilities,False,
363119,638C,dfs and similar;graphs;greedy;trees,True,dfs and similar;greedy,False,
337818,634A,constructive algorithms;implementation,False,,False,
376001,641E,data structures,True,data structures,True,implementation
392629,644A,constructive algorithms,False,,False,
414709,651A,dp;greedy;implementation;math,False,,False,
385760,643B,constructive algorithms;graphs,False,,False,
398169,645A,brute force;constructive algorithms;implementation,False,,False,
398177,645D,binary search;dp;graphs,False,,False,
398280,645E,dp;greedy;strings,False,,False,
368958,639C,hashing;implementation;math,False,,False,
385745,643C,dp,True,dp,True,probabilities;divide and conquer
411182,650B,binary search;brute force;dp;two pointers,False,,True,implementation
385815,643F,dp;math;meet-in-the-middle,False,,True,divide and conquer;implementation
399058,645G,binary search;geometry,True,binary search,True,implementation
385739,643A,implementation,False,,False,
414801,651B,greedy;sortings,False,,False,
424683,652B,sortings,False,,False,
398136,645B,greedy;math,False,,False,
392682,644C,binary search;data structures;implementation;sortings;strings,False,,False,
411038,650A,data structures;geometry;math,False,,False,
430656,653A,brute force;implementation;sortings,True,implementation,False,
368962,639D,data structures;greedy;sortings;two pointers,False,,False,
444179,656F,,False,,False,
414717,651D,binary search;brute force;dp;two pointers,True,dp,False,
444038,656A,,False,,False,
424735,652A,implementation;math,False,,False,
444172,656C,,False,,False,
411344,650D,binary search;data structures;dp;hashing,False,,False,
444190,656G,,False,,True,implementation
440977,655E,dp;greedy;strings,True,dp,False,
424866,652C,combinatorics;sortings;two pointers,False,,True,implementation
424904,652D,data structures;sortings,True,data structures,True,expression parsing
441090,655F,combinatorics;number theory,False,,True,implementation;dp
398172,645C,binary search;two pointers,False,,False,
451074,657A,constructive algorithms;graphs;trees,False,,True,implementation
441059,655B,greedy;math,False,,False,
441060,655A,brute force;implementation,False,,False,
431061,653E,dfs and similar;dsu;graphs;trees,True,trees,True,greedy
466153,660B,implementation,False,,True,dfs and similar
444171,656E,,False,,True,shortest paths;expression parsing;graphs
451177,657D,binary search;math;sortings,True,binary search,False,
444170,656B,implementation,True,implementation,False,
441011,655C,binary search;two pointers,False,,False,
458326,659A,implementation;math,False,,False,
441039,655D,binary search;dp;graphs,False,,False,
457018,658C,constructive algorithms;trees,False,,True,implementation
466192,660A,greedy;implementation;math;number theory,False,,False,
456940,658A,implementation,False,,True,expression parsing
425360,652F,constructive algorithms;math,False,,False,
451233,657E,graphs;trees,False,,True,dsu
458271,659B,constructive algorithms;sortings,False,,True,expression parsing
458297,659F,dfs and similar;dsu;graphs;greedy;sortings,True,dfs and similar,True,implementation
457000,658B,implementation,False,,True,data structures
458452,659D,geometry;implementation;math,True,implementation,False,
474500,662C,bitmasks;brute force;divide and conquer;dp;fft;math,False,,True,implementation
465910,660D,geometry,False,,False,
466653,660E,combinatorics;math,False,,True,dp
484650,664A,math;number theory,False,,False,
457024,658D,,False,,False,
467000,660F,binary search;data structures;divide and conquer;geometry;ternary search,False,,True,string suffix structures;dp;dfs and similar
451108,657B,math,False,,False,
474524,662B,dfs and similar;graphs,False,,True,implementation;greedy
465906,660C,binary search;dp;two pointers,True,two pointers,False,
479666,663B,brute force;constructive algorithms;greedy;strings,False,,True,implementation
479989,663D,brute force;dp;greedy,False,,False,
479681,663E,bitmasks;divide and conquer;dp,False,,True,implementation
489953,665A,implementation,False,,False,
484553,664C,greedy,False,,True,string suffix structures;implementation
504625,667C,dp;strings,False,,True,string suffix structures;implementation
458299,659C,greedy;implementation,False,,False,
489958,665D,constructive algorithms;greedy;number theory,False,,True,implementation
484915,664B,greedy,True,greedy,True,implementation
489935,665C,dp;greedy;strings,False,,False,
458200,659E,data structures;dfs and similar;dsu;graphs;greedy,False,,True,implementation
474667,662D,constructive algorithms;greedy;implementation;math,True,implementation,True,string suffix structures
489949,665B,brute force,False,,True,implementation
474537,662A,bitmasks;math;matrices;probabilities,True,probabilities,False,
499068,666A,dp;implementation;strings,False,,True,string suffix structures
511794,668F,dp,False,,True,dfs and similar;trees
490186,665F,data structures;dp;math;number theory;sortings;two pointers,False,,False,
504447,667A,geometry;math,False,,False,
511700,668B,implementation,False,,False,
511726,668C,math;probabilities,True,probabilities,False,
489800,665E,data structures;divide and conquer;strings;trees,False,,True,implementation
499320,666C,combinatorics;strings,True,strings,True,dp
518938,670A,brute force;constructive algorithms;greedy;math,False,,False,
504448,667B,constructive algorithms;geometry,False,,False,
499121,666B,graphs;shortest paths,True,graphs;shortest paths,True,implementation
504494,667D,brute force;graphs;shortest paths,True,brute force;shortest paths,False,
516298,669A,math,False,,True,greedy
516556,669E,data structures,True,data structures,True,binary search
518995,670B,implementation,False,,False,
540447,673A,implementation,False,,False,
516427,669B,,False,,False,
529315,671D,data structures;dp;greedy,False,,True,dfs and similar;trees
518909,670D1,,,,,
529167,671C,data structures;number theory,False,,True,string suffix structures
519089,670E,data structures;dsu;strings,True,strings,True,expression parsing
529169,671B,binary search;greedy,False,,False,
532024,672B,constructive algorithms;implementation;strings,True,implementation,True,brute force;dp
549126,675B,brute force;constructive algorithms;math,False,,False,
516211,669D,data structures;implementation;math,False,,False,
541346,673E,divide and conquer;dp,True,divide and conquer;dp,True,probabilities;implementation
540643,673D,constructive algorithms;graphs,False,,False,
548556,674C,divide and conquer;dp,True,dp,True,probabilities;implementation
548599,674B,constructive algorithms;graphs,False,,False,
532048,672C,brute force;geometry;greedy;implementation,True,greedy,False,
549074,675D,data structures;trees,False,,True,binary search
518954,670D2,,,,,
568688,678A,implementation;math,False,,False,
568648,678C,implementation;math;number theory,False,,False,
540549,673B,greedy;implementation,False,,True,dfs and similar
555606,676A,constructive algorithms;implementation,False,,False,
549069,675A,math,False,,False,
540669,673C,,False,,True,brute force;data structures
548573,674F,combinatorics;dp;meet-in-the-middle,False,,False,
568697,678D,math;number theory,False,,True,divide and conquer;implementation
579591,679A,constructive algorithms;interactive;math,False,,True,implementation
529166,671A,dp;geometry;greedy;implementation,True,greedy,True,two pointers
568770,678B,implementation,False,,False,
581970,680B,constructive algorithms;implementation,True,implementation,False,
562133,677B,implementation;math,False,,True,dfs and similar
562129,677A,implementation,False,,False,
588303,681B,brute force,True,brute force,False,
588277,681A,implementation,False,,False,
594810,682A,constructive algorithms;math;number theory,False,,False,
549070,675C,constructive algorithms;data structures;greedy;sortings,False,,True,implementation
548611,674A,brute force;data structures;implementation,True,brute force,True,binary search
579589,679C,dfs and similar;dsu;implementation,True,dfs and similar,False,
588254,681C,constructive algorithms;data structures;greedy,False,,False,
579593,679B,binary search;dp;greedy,True,binary search;greedy,True,implementation
562336,677D,data structures;dp;graphs;shortest paths,False,,False,
579587,679D,brute force;dfs and similar;graphs;implementation;math;probabilities,True,probabilities,False,
562261,677C,bitmasks;combinatorics;implementation;strings,False,,False,
589276,681E,geometry;sortings,False,,True,divide and conquer;implementation
549083,675E,data structures;dp;greedy,True,data structures,False,
619551,686B,constructive algorithms;implementation;sortings,True,implementation,False,
581874,680C,constructive algorithms;interactive;math;number theory,False,,True,implementation
594811,682B,sortings,False,,True,implementation
588403,681D,constructive algorithms;dfs and similar;graphs;trees,True,dfs and similar,True,implementation
616577,685A,brute force;combinatorics;dp;math,False,,False,
594808,682D,dp;strings,True,dp,False,
626740,687C,dp,True,dp,True,dfs and similar
582155,680E,,False,,True,dfs and similar
580226,679E,data structures,False,,False,
626564,687B,chinese remainder theorem;math;number theory,False,,False,
568748,678F,data structures;divide and conquer;geometry,True,data structures,False,
619383,686A,constructive algorithms;implementation,False,,False,
616485,685C,binary search;math,False,,False,
594828,682C,dfs and similar;dp;graphs;trees,True,dfs and similar,False,
648677,690A2,,,,,
616819,685E,bitmasks;brute force;divide and conquer;graphs,False,,True,binary search
648891,690F1,,,,,
631798,688B,constructive algorithms;math,False,,True,implementation
627111,687D,brute force;data structures;dsu;graphs;sortings,False,,True,string suffix structures;binary search;implementation
568584,678E,bitmasks;dp;math;probabilities,True,dp,False,
631804,688A,implementation,False,,True,expression parsing
582098,680D,binary search;brute force;constructive algorithms;greedy,True,binary search;greedy,True,implementation
595910,682E,geometry;two pointers,False,,True,implementation
621155,686E,binary search;math,False,,False,
651529,691A,implementation,False,,False,
648633,690D1,,,,,
639003,689E,combinatorics;data structures;dp;geometry;implementation,True,implementation,False,
626577,687A,dfs and similar;graphs,True,dfs and similar;graphs,True,implementation
649196,690A3,,,,,
651609,691B,implementation;strings,False,,False,
619572,686D,data structures;dfs and similar;dp;trees,True,dfs and similar,False,
649682,690E1,,,,,
652665,691C,implementation;strings,False,,False,
638934,689D,binary search;data structures,False,,True,implementation
649717,690B1,,,,,
649046,690A1,,,,,
665060,697B,brute force;implementation;math;strings,False,,False,
648914,690C1,,,,,
631978,688E,dp,True,dp,False,
632064,688C,dfs and similar;graphs,True,dfs and similar;graphs,True,implementation
649723,690D3,,,,,
631965,688D,chinese remainder theorem;math;number theory,True,chinese remainder theorem,True,implementation
649712,690F2,,,,,
665017,697A,implementation;math,False,,False,
649104,690D2,,,,,
649718,690B2,,,,,
638703,689B,dfs and similar;graphs;greedy;shortest paths,False,,True,dp
651704,691F,brute force;dp;number theory,False,,True,two pointers
639065,689A,brute force;constructive algorithms;implementation,False,,False,
665907,697E,combinatorics;math;number theory,False,,False,
672515,698B,constructive algorithms;dfs and similar;dsu;graphs;trees,True,dfs and similar,False,
691386,701A,greedy;implementation,False,,True,two pointers
663279,696C,combinatorics;dp;implementation;math;matrices,True,implementation,False,
672446,698C,bitmasks;dp;math;probabilities,True,probabilities,True,implementation
651596,691E,matrices,False,,True,dp
672372,698A,dp,True,dp,False,
678023,699D,constructive algorithms;dfs and similar;dsu;graphs;trees,False,,True,implementation
672473,698F,combinatorics;number theory,False,,False,
704194,703A,implementation,False,,False,
665054,697C,brute force;data structures;implementation;trees,False,,True,dfs and similar
663693,696F,binary search;geometry;two pointers,False,,True,implementation
674507,698E,,False,,True,expression parsing
697927,702D,math,False,,False,
691398,701B,data structures;math,False,,False,
691399,701C,binary search;strings;two pointers,True,two pointers,False,
678029,699A,implementation,False,,True,expression parsing
697850,702A,dp;greedy;implementation,False,,False,
679045,699E,bitmasks;dp;math;probabilities,True,probabilities,True,implementation
689946,700E,string suffix structures;strings,True,string suffix structures,True,dp
691402,701E,dfs and similar;dp;graphs;trees,True,dfs and similar,True,implementation
704755,703D,data structures,False,,False,
678061,699B,implementation,True,implementation,False,
704193,703B,implementation;math,True,implementation,False,
697880,702C,binary search;implementation;two pointers,True,binary search;two pointers,False,
730284,707A,implementation,False,,False,
730287,707C,math;number theory,False,,False,
713157,704B,dp;graphs;greedy,True,dp,False,
678124,699C,brute force;dp,True,dp,False,
697892,702E,data structures;graphs,False,,True,matrices;dfs and similar;trees
717532,705A,implementation,True,implementation,False,
689247,700B,dfs and similar;dp;graphs;trees,True,dfs and similar,True,implementation;greedy
699166,702F,data structures,False,,False,
713051,704A,brute force;data structures;implementation,True,data structures,False,
723984,706A,brute force;geometry;implementation,False,,False,
730283,707B,graphs,False,,False,
713268,704C,dp;graphs;implementation;math,False,,False,
704690,703C,geometry;implementation,True,implementation,True,binary search
717565,705C,brute force;data structures;implementation,True,data structures,False,
693235,701F,graphs,False,,True,dfs and similar
749330,710A,implementation,False,,False,
738228,708A,constructive algorithms;greedy;implementation;strings,False,,False,
724557,706E,data structures;implementation,True,implementation,False,
724050,706C,dp;strings,True,strings,True,implementation
749310,710E,dfs and similar;dp,True,dp,True,greedy
762180,712C,greedy;math,False,,False,
743253,709C,,,,,
755785,711A,brute force;implementation,False,,False,
718126,705D,dp;graphs,True,dp,False,
762296,712B,implementation;strings,True,implementation,False,
730443,707E,data structures,False,,False,
743309,709A,implementation,False,,False,
717600,705B,games;math,True,games,True,implementation
743339,709B,greedy;implementation;sortings,True,implementation,False,
749398,710C,constructive algorithms;math,False,,True,implementation
749314,710B,brute force;sortings,False,,False,
723983,706B,binary search;dp;implementation,True,binary search,False,
723985,706D,binary search;bitmasks;data structures;trees,False,,False,
730318,707D,bitmasks;data structures;dfs and similar;implementation,False,,False,
762213,712A,implementation;math,False,,False,
788962,716C,constructive algorithms;math;number theory,False,,False,
755841,711D,combinatorics;dfs and similar;graphs;math,False,,False,
788784,716A,implementation,False,,False,
775517,714E,dp;flows;sortings,True,dp,True,implementation
749884,710F,brute force;data structures;hashing;interactive;string suffix structures;strings,True,strings,True,implementation;dfs and similar
755859,711B,constructive algorithms;implementation,False,,False,
755807,711C,dp,True,dp,True,trees
775529,714B,implementation;sortings,True,implementation,False,
762352,712E,data structures;math;probabilities,True,probabilities,True,implementation;dp
782338,715C,dfs and similar;divide and conquer;dsu;trees,True,dfs and similar,False,
769820,713E,binary search;dp,False,,True,implementation
776374,714D,binary search;interactive,True,binary search,True,divide and conquer
782053,715A,constructive algorithms;math,False,,False,
795841,717A,combinatorics;math;number theory,True,combinatorics,True,dp
768810,713D,binary search;data structures,False,,True,dp
782353,715D,constructive algorithms,False,,False,
808557,719A,implementation,True,implementation,False,
818250,721A,implementation,False,,False,
814921,720A,greedy,True,greedy,True,two pointers;implementation
788967,716E,dfs and similar;divide and conquer;trees,True,dfs and similar,False,
795642,717C,implementation;sortings,True,implementation,False,
802917,718E,bitmasks;graphs,False,,False,
768823,713A,data structures;implementation,True,implementation,False,
815896,720C,constructive algorithms,False,,True,implementation
801806,718A,dp;implementation;math,False,,False,
816454,720D,data structures;dp;sortings,True,dp,False,
824502,722A,brute force;implementation,False,,False,
831044,723A,implementation;math;sortings,False,,False,
808558,719B,greedy,False,,False,
795762,717G,flows,False,,True,dp
808600,719C,dp;implementation;math,True,implementation,False,
824527,722B,implementation;strings,False,,False,
824481,722C,data structures;dsu,False,,False,
831063,723B,expression parsing;implementation;strings,False,,False,
818273,721B,implementation;math;sortings;strings,False,,False,
818291,721C,dp;graphs,True,dp,True,dfs and similar
802235,718D,dp;hashing;trees,True,trees,True,dfs and similar
831277,723E,constructive algorithms;dfs and similar;flows;graphs;greedy,True,greedy,False,
818598,721E,binary search;dp,False,,True,implementation
824532,722F,chinese remainder theorem;data structures;implementation;number theory;two pointers,False,,False,
837419,724A,implementation,False,,False,
844005,725B,implementation;math,False,,False,
838418,724G,bitmasks;graphs;math;number theory;trees,False,,True,dfs and similar;data structures
846979,725G,,False,,False,
844049,725C,brute force;constructive algorithms;implementation;strings,False,,False,
844003,725A,implementation,False,,True,dp;dfs and similar
850577,727C,constructive algorithms;interactive;math,False,,False,
837414,724C,greedy;hashing;implementation;math;number theory;sortings,False,,False,
824521,722E,combinatorics;dp,True,dp,True,shortest paths
837600,724E,dp;flows;greedy,True,greedy,True,implementation
818421,721D,constructive algorithms;data structures;greedy;math,False,,True,implementation
863932,730J,dp,False,,True,greedy
857259,729E,constructive algorithms;data structures;graphs;greedy;sortings,False,,True,dfs and similar
844041,725D,data structures;greedy,True,greedy,False,
857133,729C,binary search;greedy;sortings,False,,True,dp
837515,724B,brute force;greedy;implementation;math,True,implementation,False,
844376,725F,games;greedy,True,greedy,True,implementation
857157,729B,dp;implementation,False,,False,
850717,727E,data structures;hashing;string suffix structures;strings,False,,True,games;implementation
857119,729A,implementation;strings,True,strings,False,
850944,727D,constructive algorithms;flows;greedy,False,,False,
850793,727F,binary search;dp;greedy,True,binary search;dp,True,implementation
876179,732B,dp;greedy,False,,False,
863659,730H,constructive algorithms;implementation,False,,False,
864344,730F,,False,,True,dp
869823,731A,implementation;strings,False,,False,
837399,724D,data structures;greedy;strings,True,greedy,True,divide and conquer
876207,732C,binary search;constructive algorithms;greedy;implementation;math,False,,False,
888504,734A,implementation;strings,False,,True,games
857114,729D,constructive algorithms;greedy;math,False,,True,implementation
857101,729F,dp,True,dp,False,
894506,735A,implementation;strings,False,,False,
894501,735D,math;number theory,False,,True,implementation
876175,732A,brute force;constructive algorithms;implementation;math,False,,False,
863732,730D,greedy;implementation;math,True,greedy;implementation,False,
869825,731E,dp;games,True,dp,False,
869827,731B,constructive algorithms;greedy,False,,False,
906715,737C,graphs;greedy,False,,False,
869863,731F,brute force;data structures;implementation;math;number theory,False,,False,
876172,732D,binary search;greedy;sortings,False,,True,implementation;data structures
876246,732F,dfs and similar;graphs,True,dfs and similar,False,
864013,730G,implementation,True,implementation,False,
894485,735C,combinatorics;constructive algorithms;greedy;math,False,,True,games;dfs and similar
864284,730E,greedy;implementation,False,,True,dp
882377,733A,implementation,False,,False,
888497,734B,brute force;greedy;implementation;math,False,,False,
888568,734C,binary search;dp;greedy;two pointers,False,,False,
882455,733B,math,False,,True,implementation
882515,733F,data structures;dsu;graphs;trees,True,dsu,False,
869824,731D,brute force;data structures;greedy;sortings,False,,False,
894386,735B,greedy;number theory;sortings,False,,False,
900804,736B,math;number theory,False,,True,implementation
882458,733C,constructive algorithms;dp;greedy;two pointers,False,,True,implementation
888711,734F,bitmasks;constructive algorithms;implementation;math,False,,False,
906718,737A,binary search,False,,True,implementation;greedy
888707,734D,implementation,True,implementation,False,
900540,736A,combinatorics;constructive algorithms;dfs and similar;dp;math,True,dfs and similar,True,games
