submission_id,problem,tags,match_success,matched_tags,error_match,error_tags
385815,643F,dp;math;meet-in-the-middle,False,,False,
386077,643G,data structures,True,data structures,True,implementation
386080,643D,,False,,True,data structures
392629,644A,constructive algorithms,False,,False,
392664,644B,constructive algorithms;data structures;two pointers,False,,False,
392682,644C,binary search;data structures;implementation;sortings;strings,True,implementation,True,expression parsing
398136,645B,greedy;math,False,,False,
398169,645A,brute force;constructive algorithms;implementation,False,,False,
398172,645C,binary search;two pointers,True,binary search,False,
398177,645D,binary search;dp;graphs,True,dp,False,
398280,645E,dp;greedy;strings,True,dp,False,
398465,645F,combinatorics;math;number theory,False,,False,
399058,645G,binary search;geometry,False,,False,
411038,650A,data structures;geometry;math,False,,False,
411165,650C,dfs and similar;dp;dsu;graphs;greedy,False,,False,
411182,650B,binary search;brute force;dp;two pointers,True,binary search,True,implementation
411344,650D,binary search;data structures;dp;hashing,False,,True,string suffix structures;trees
411505,650E,data structures;dfs and similar;dsu;greedy;trees,True,dfs and similar;trees,False,
414709,651A,dp;greedy;implementation;math,False,,False,
414717,651D,binary search;brute force;dp;two pointers,True,binary search,True,dfs and similar
414793,651C,data structures;geometry;implementation;sortings,False,,False,
414801,651B,greedy;sortings,False,,False,
414893,651E,dsu;graphs;greedy,False,,True,dfs and similar
424683,652B,sortings,False,,False,
424735,652A,implementation;math,False,,False,
424866,652C,combinatorics;sortings;two pointers,False,,False,
424904,652D,data structures;sortings,False,,False,
425070,652E,dfs and similar;dsu;graphs;trees,False,,False,
425360,652F,constructive algorithms;math,False,,True,expression parsing
430624,653B,brute force;dfs and similar;dp;strings,True,dp;strings,True,implementation
430656,653A,brute force;implementation;sortings,False,,True,expression parsing
430708,653D,binary search;flows;graphs,True,binary search,False,
430764,653F,data structures;string suffix structures;strings,True,string suffix structures,False,
431061,653E,dfs and similar;dsu;graphs;trees,True,dfs and similar,False,
431167,653C,brute force;implementation,False,,False,
431877,653G,combinatorics;math;number theory,False,,False,
440974,655G,geometry,False,,True,binary search;expression parsing
440977,655E,dp;greedy;strings,True,dp,False,
441011,655C,binary search;two pointers,False,,False,
441039,655D,binary search;dp;graphs,True,binary search,False,
441059,655B,greedy;math,False,,False,
441060,655A,brute force;implementation,False,,False,
441090,655F,combinatorics;number theory,False,,False,
444038,656A,,False,,True,data structures
444170,656B,implementation,False,,False,
444171,656E,,False,,True,shortest paths
444172,656C,,False,,False,
444179,656F,,False,,False,
444180,656D,,False,,False,
444190,656G,,False,,True,implementation
451074,657A,constructive algorithms;graphs;trees,False,,False,
451108,657B,math,False,,True,expression parsing
451177,657D,binary search;math;sortings,True,binary search,False,
451178,657C,sortings;two pointers,False,,False,
451233,657E,graphs;trees,False,,True,dfs and similar
456940,658A,implementation,False,,False,
457000,658B,implementation,False,,False,
457018,658C,constructive algorithms;trees,False,,False,
457024,658D,,False,,False,
458200,659E,data structures;dfs and similar;dsu;graphs;greedy,True,dfs and similar,False,
458271,659B,constructive algorithms;sortings,False,,True,data structures
458297,659F,dfs and similar;dsu;graphs;greedy;sortings,False,,False,
458299,659C,greedy;implementation,True,implementation,False,
458326,659A,implementation;math,False,,False,
458452,659D,geometry;implementation;math,False,,False,
459295,659G,combinatorics;dp;number theory,True,dp,False,
465906,660C,binary search;dp;two pointers,True,two pointers,False,
465910,660D,geometry,False,,False,
466153,660B,implementation,False,,False,
466192,660A,greedy;implementation;math;number theory,False,,False,
466653,660E,combinatorics;math,False,,True,dp
467000,660F,binary search;data structures;divide and conquer;geometry;ternary search,True,binary search,True,string suffix structures
474500,662C,bitmasks;brute force;divide and conquer;dp;fft;math,True,dp,True,implementation
474524,662B,dfs and similar;graphs,True,dfs and similar,False,
474537,662A,bitmasks;math;matrices;probabilities,False,,False,
474639,662E,brute force;dp;greedy,True,brute force;dp,False,
474667,662D,constructive algorithms;greedy;implementation;math,False,,True,expression parsing
479664,663A,constructive algorithms;expression parsing;greedy;math,False,,False,
479666,663B,brute force;constructive algorithms;greedy;strings,False,,False,
479672,663C,dfs and similar;graphs,True,graphs,False,
479681,663E,bitmasks;divide and conquer;dp,True,dp,True,expression parsing
479989,663D,brute force;dp;greedy,True,dp,True,expression parsing
484553,664C,greedy,False,,False,
484650,664A,math;number theory,False,,True,strings
484782,664D,2-sat;dfs and similar;dsu;graphs,True,dfs and similar,False,
484915,664B,greedy,False,,True,dfs and similar
489800,665E,data structures;divide and conquer;strings;trees,False,,False,
489935,665C,dp;greedy;strings,False,,False,
489949,665B,brute force,False,,False,
489953,665A,implementation,False,,False,
489958,665D,constructive algorithms;greedy;number theory,False,,False,
490186,665F,data structures;dp;math;number theory;sortings;two pointers,False,,False,
499068,666A,dp;implementation;strings,False,,True,dfs and similar;data structures
499121,666B,graphs;shortest paths,True,graphs;shortest paths,False,
499320,666C,combinatorics;strings,True,strings,False,
499390,666E,data structures;string suffix structures,True,string suffix structures,False,
499392,666D,brute force;geometry,False,,True,data structures
504447,667A,geometry;math,False,,False,
504448,667B,constructive algorithms;geometry,False,,False,
504494,667D,brute force;graphs;shortest paths,False,,True,data structures
504625,667C,dp;strings,True,dp,True,string suffix structures
511700,668B,implementation,False,,False,
511726,668C,math;probabilities,True,probabilities,True,implementation
511732,668D,data structures,False,,True,implementation;trees
511733,668A,implementation,False,,True,matrices
511794,668F,dp,False,,True,trees
511795,668E,graphs,False,,True,dfs and similar;2-sat
516211,669D,data structures;implementation;math,False,,False,
516298,669A,math,False,,False,
516423,669C,constructive algorithms;implementation,False,,False,
516427,669B,,False,,False,
516556,669E,data structures,False,,False,
518909,670D1,,,,,
518938,670A,brute force;constructive algorithms;greedy;math,False,,False,
518954,670D2,,,,,
518970,670C,implementation;sortings,False,,True,data structures
518995,670B,implementation,False,,False,
519089,670E,data structures;dsu;strings,True,data structures,True,trees
519127,670F,brute force;constructive algorithms;strings,True,strings,True,expression parsing;data structures
529166,671A,dp;geometry;greedy;implementation,False,,True,string suffix structures
529167,671C,data structures;number theory,False,,False,
529169,671B,binary search;greedy,False,,False,
529315,671D,data structures;dp;greedy,False,,True,dfs and similar
529987,671E,data structures;greedy,True,data structures,True,binary search;string suffix structures;dfs and similar
532024,672B,constructive algorithms;implementation;strings,True,strings,True,greedy;data structures
532048,672C,brute force;geometry;greedy;implementation,False,,False,
532058,672D,binary search;greedy,True,binary search,False,
532081,672A,implementation,False,,False,
533663,672E,data structures;number theory,False,,False,
540447,673A,implementation,False,,False,
540549,673B,greedy;implementation,False,,True,dfs and similar
540643,673D,constructive algorithms;graphs,False,,False,
540669,673C,,False,,False,
541346,673E,divide and conquer;dp,True,divide and conquer;dp,False,
542100,673F,,False,,True,data structures
548556,674C,divide and conquer;dp,False,,False,
548560,674E,dp;math;probabilities;trees,False,,False,
548564,674D,,False,,True,data structures
548573,674F,combinatorics;dp;meet-in-the-middle,False,,False,
548599,674B,constructive algorithms;graphs,False,,False,
548611,674A,brute force;data structures;implementation,False,,False,
548644,674G,,False,,False,
549069,675A,math,False,,False,
549070,675C,constructive algorithms;data structures;greedy;sortings,False,,False,
549074,675D,data structures;trees,False,,True,binary search;implementation
549083,675E,data structures;dp;greedy,True,dp,True,expression parsing
549126,675B,brute force;constructive algorithms;math,False,,False,
555606,676A,constructive algorithms;implementation,True,implementation,False,
555643,676B,implementation;math;math,False,,False,
555687,676C,binary search;dp;strings;two pointers,True,strings,False,
556223,676D,graphs;implementation;shortest paths,False,,False,
557629,676E,math,False,,True,strings
562129,677A,implementation,False,,True,expression parsing
562133,677B,implementation;math,False,,False,
562261,677C,bitmasks;combinatorics;implementation;strings,False,,False,
562336,677D,data structures;dp;graphs;shortest paths,False,,True,implementation
562354,677E,binary search;brute force;dp;implementation,True,dp,False,
568584,678E,bitmasks;dp;math;probabilities,True,dp,True,implementation
568648,678C,implementation;math;number theory,True,implementation,False,
568688,678A,implementation;math,False,,False,
568697,678D,math;number theory,False,,False,
568748,678F,data structures;divide and conquer;geometry,True,data structures,False,
568770,678B,implementation,False,,False,
579587,679D,brute force;dfs and similar;graphs;implementation;math;probabilities,True,implementation,True,shortest paths
579589,679C,dfs and similar;dsu;implementation,True,dfs and similar,False,
579591,679A,constructive algorithms;interactive;math,False,,False,
579593,679B,binary search;dp;greedy,True,binary search,False,
580226,679E,data structures,True,data structures,True,binary search
581874,680C,constructive algorithms;interactive;math;number theory,False,,True,divide and conquer
581970,680B,constructive algorithms;implementation,False,,False,
582029,680A,constructive algorithms;implementation,True,implementation,False,
582098,680D,binary search;brute force;constructive algorithms;greedy,False,,True,implementation
582155,680E,,False,,True,dfs and similar
588254,681C,constructive algorithms;data structures;greedy,False,,False,
588277,681A,implementation,False,,False,
588303,681B,brute force,False,,False,
588403,681D,constructive algorithms;dfs and similar;graphs;trees,True,dfs and similar,False,
589276,681E,geometry;sortings,False,,False,
594808,682D,dp;strings,True,dp;strings,False,
594810,682A,constructive algorithms;math;number theory,False,,False,
594811,682B,sortings,False,,False,
594828,682C,dfs and similar;dp;graphs;trees,False,,False,
595910,682E,geometry;two pointers,False,,False,
616485,685C,binary search;math,True,binary search,False,
616577,685A,brute force;combinatorics;dp;math,False,,False,
616579,685B,data structures;dfs and similar;dp;trees,False,,False,
616738,685D,brute force;implementation;sortings,False,,True,data structures
616819,685E,bitmasks;brute force;divide and conquer;graphs,False,,True,shortest paths;expression parsing
619383,686A,constructive algorithms;implementation,True,implementation,False,
619548,686C,brute force;combinatorics;math,False,,True,dfs and similar
619551,686B,constructive algorithms;implementation;sortings,False,,False,
619572,686D,data structures;dfs and similar;dp;trees,True,data structures;dfs and similar,False,
621155,686E,binary search;math,True,binary search,False,
626564,687B,chinese remainder theorem;math;number theory,False,,True,divide and conquer
626577,687A,dfs and similar;graphs,False,,False,
626740,687C,dp,True,dp,False,
627111,687D,brute force;data structures;dsu;graphs;sortings,False,,True,implementation;expression parsing
627166,687E,dfs and similar;graphs,True,dfs and similar,True,implementation
631798,688B,constructive algorithms;math,False,,False,
631804,688A,implementation,False,,False,
631965,688D,chinese remainder theorem;math;number theory,False,,True,implementation
631978,688E,dp,True,dp,False,
632064,688C,dfs and similar;graphs,False,,False,
638637,689C,binary search;combinatorics;math,True,binary search,False,
638703,689B,dfs and similar;graphs;greedy;shortest paths,True,shortest paths,True,implementation
638934,689D,binary search;data structures,True,binary search,False,
639003,689E,combinatorics;data structures;dp;geometry;implementation,True,implementation,True,binary search
639065,689A,brute force;constructive algorithms;implementation,False,,False,
648633,690D1,,,,,
648677,690A2,,,,,
648792,690C3,,,,,
648891,690F1,,,,,
648914,690C1,,,,,
648958,690C2,,,,,
649046,690A1,,,,,
649100,690E2,,,,,
649104,690D2,,,,,
649196,690A3,,,,,
649682,690E1,,,,,
649711,690F3,,,,,
649712,690F2,,,,,
649717,690B1,,,,,
649718,690B2,,,,,
649719,690B3,,,,,
649723,690D3,,,,,
651512,691D,dfs and similar;dsu;math,True,dfs and similar,True,data structures
651529,691A,implementation,False,,False,
651596,691E,matrices,False,,False,
651609,691B,implementation;strings,True,strings,False,
651704,691F,brute force;dp;number theory,False,,False,
652665,691C,implementation;strings,False,,False,
663231,696D,data structures;dp;matrices;strings,False,,False,
663263,696A,brute force;data structures;implementation;trees,False,,False,
663279,696C,combinatorics;dp;implementation;math;matrices,False,,False,
663319,696E,data structures;dsu;trees,True,trees,False,
663532,696B,dfs and similar;math;probabilities;trees,True,dfs and similar,False,
663693,696F,binary search;geometry;two pointers,True,binary search,False,
665017,697A,implementation;math,False,,False,
665054,697C,brute force;data structures;implementation;trees,False,,False,
665060,697B,brute force;implementation;math;strings,False,,True,expression parsing
665066,697D,,False,,True,dfs and similar
665907,697E,combinatorics;math;number theory,False,,False,
668016,697F,data structures;dp;strings,True,dp,True,string suffix structures;dfs and similar
672372,698A,dp,True,dp,False,
672446,698C,bitmasks;dp;math;probabilities,True,probabilities,False,
672473,698F,combinatorics;number theory,False,,False,
672515,698B,constructive algorithms;dfs and similar;dsu;graphs;trees,True,dfs and similar,False,
672558,698D,brute force;geometry;math,False,,True,data structures
674507,698E,,False,,True,binary search
678023,699D,constructive algorithms;dfs and similar;dsu;graphs;trees,True,dfs and similar,False,
